,FL_DATE,state,latitude,longitude,temperature
2645,2022-12-19,Pennsylvania,41.203322,-77.194525,-3.6
2646,2022-12-19,Georgia,32.157435,-82.907123,5.24
2647,2022-12-19,Michigan,44.314844,-85.602364,-6.42
2648,2022-12-19,Minnesota,46.729553,-94.6859,-18.31
2649,2022-12-19,Montana,46.879682,-110.362566,-19.78
2650,2022-12-19,U.S. Virgin Islands,8.3358,64.8963,27.69
2651,2022-12-19,Arizona,34.048928,-111.093731,0.67
2652,2022-12-19,North Carolina,35.759573,-79.0193,2.25
2653,2022-12-19,Utah,39.32098,-111.093731,-11.44
2654,2022-12-19,North Dakota,47.551493,-101.002012,-22.25
2655,2022-12-19,South Dakota,43.969515,-99.901813,-18.12
2656,2022-12-19,Wisconsin,43.78444,-88.787868,-14.05
2657,2022-12-19,Oregon,43.804133,-120.554201,-6.92
2658,2022-12-19,Nevada,38.80261,-116.419389,-8.32
2659,2022-12-19,New York,43.299428,-74.217933,-3.0
2660,2022-12-19,Kentucky,37.839333,-84.270018,-2.49
2661,2022-12-19,Idaho,44.068202,-114.742041,-13.96
2662,2022-12-19,Colorado,39.550051,-105.782067,-13.55
2663,2022-12-19,Mississippi,32.354668,-89.398528,3.38
2664,2022-12-19,Wyoming,43.075968,-107.290284,-9.78
2665,2022-12-19,Alaska,63.588753,-154.493062,-26.84
2666,2022-12-19,South Carolina,33.836081,-81.163725,3.2
2667,2022-12-19,Alabama,32.318231,-86.902298,3.8
2668,2022-12-20,Georgia,32.157435,-82.907123,6.67
2669,2022-12-20,Virginia,37.431573,-78.656894,-0.47
2670,2022-12-20,Nebraska,41.492537,-99.901813,-15.99
2671,2022-12-20,Florida,27.664827,-81.515754,16.5
2672,2022-12-20,Wyoming,43.075968,-107.290284,-7.51
2673,2022-12-20,Washington,47.751074,-120.740139,-9.89
2674,2022-12-20,California,36.778261,-119.417932,7.37
2675,2022-12-20,Oregon,43.804133,-120.554201,-2.87
2676,2022-12-20,Hawaii,19.898682,-155.665857,15.35
2677,2022-12-20,Utah,39.32098,-111.093731,-7.25
2678,2022-12-20,Minnesota,46.729553,-94.6859,-20.51
2679,2022-12-20,New York,43.299428,-74.217933,-5.26
2680,2022-12-20,North Carolina,35.759573,-79.0193,2.03
2681,2022-12-20,Illinois,40.633125,-89.398528,-1.62
2682,2022-12-20,North Dakota,47.551493,-101.002012,-26.48
2683,2022-12-20,Montana,46.879682,-110.362566,-19.04
2684,2022-12-20,Pennsylvania,41.203322,-77.194525,-2.95
2685,2022-12-20,Idaho,44.068202,-114.742041,-9.37
2686,2022-12-20,Tennessee,35.517491,-86.580447,4.2
2687,2022-12-20,Missouri,37.964253,-91.831833,1.75
2688,2022-12-20,Michigan,44.314844,-85.602364,-5.85
2689,2022-12-20,Louisiana,31.244823,-92.145024,8.0
2690,2022-12-20,Wisconsin,43.78444,-88.787868,-8.11
2691,2022-12-20,Colorado,39.550051,-105.782067,-13.5
2692,2022-12-20,Texas,31.968599,-99.901813,6.46
2693,2022-12-20,Ohio,40.417287,-82.907123,-3.56
2694,2022-12-21,Minnesota,46.729553,-94.6859,-25.75
2695,2022-12-21,North Dakota,47.551493,-101.002012,-26.53
2696,2022-12-21,Iowa,41.878003,-93.097702,-13.03
2697,2022-12-21,Wisconsin,43.78444,-88.787868,-16.97
2698,2022-12-21,Georgia,32.157435,-82.907123,5.34
2699,2022-12-21,Colorado,39.550051,-105.782067,-11.64
2700,2022-12-21,Illinois,40.633125,-89.398528,-5.52
2701,2022-12-21,Montana,46.879682,-110.362566,-27.93
2702,2022-12-21,Nebraska,41.492537,-99.901813,-11.28
2703,2022-12-21,Washington,47.751074,-120.740139,-8.03
2704,2022-12-21,Utah,39.32098,-111.093731,-7.83
2705,2022-12-21,Alaska,63.588753,-154.493062,-31.03
2706,2022-12-21,Idaho,44.068202,-114.742041,-8.35
2707,2022-12-21,Arizona,34.048928,-111.093731,2.68
2708,2022-12-21,Virginia,37.431573,-78.656894,-0.42
2709,2022-12-21,California,36.778261,-119.417932,6.16
2710,2022-12-21,Florida,27.664827,-81.515754,18.22
2711,2022-12-21,Hawaii,19.898682,-155.665857,16.42
2712,2022-12-21,Wyoming,43.075968,-107.290284,-11.5
2713,2022-12-21,South Dakota,43.969515,-99.901813,-20.62
2714,2022-12-21,New York,43.299428,-74.217933,-8.1
2715,2022-12-21,Ohio,40.417287,-82.907123,-1.34
2716,2022-12-21,Texas,31.968599,-99.901813,5.27
2717,2022-12-21,Tennessee,35.517491,-86.580447,3.79
2718,2022-12-21,U.S. Virgin Islands,8.3358,64.8963,27.09
2719,2022-12-21,Kansas,39.011902,-98.484246,-5.75
2720,2022-12-21,Oregon,43.804133,-120.554201,0.54
2721,2022-12-21,Oklahoma,35.007752,-97.092877,0.39
2722,2022-12-21,New Jersey,40.058324,-74.405661,-1.16
2723,2022-12-21,Indiana,40.551217,-85.602364,-2.35
2724,2022-12-21,Louisiana,31.244823,-92.145024,8.78
2725,2022-12-21,Michigan,44.314844,-85.602364,-10.44
2726,2022-12-21,Missouri,37.964253,-91.831833,-1.69
2727,2022-12-21,Maryland,39.045755,-76.641271,-0.55
2728,2022-12-22,Iowa,41.878003,-93.097702,-17.68
2729,2022-12-22,North Dakota,47.551493,-101.002012,-26.16
2730,2022-12-22,Missouri,37.964253,-91.831833,-5.02
2731,2022-12-22,Georgia,32.157435,-82.907123,8.62
2732,2022-12-22,Minnesota,46.729553,-94.6859,-23.61
2733,2022-12-22,Wisconsin,43.78444,-88.787868,-9.28
2734,2022-12-22,New York,43.299428,-74.217933,-5.28
2735,2022-12-22,Texas,31.968599,-99.901813,0.31
2736,2022-12-22,Illinois,40.633125,-89.398528,-6.0
2737,2022-12-22,North Carolina,35.759573,-79.0193,6.07
2738,2022-12-22,Oklahoma,35.007752,-97.092877,-4.65
2739,2022-12-22,Virginia,37.431573,-78.656894,1.2
2740,2022-12-22,Florida,27.664827,-81.515754,17.82
2741,2022-12-22,Colorado,39.550051,-105.782067,-16.84
2742,2022-12-22,Oregon,43.804133,-120.554201,-9.8
2743,2022-12-22,Indiana,40.551217,-85.602364,1.03
2744,2022-12-22,Kansas,39.011902,-98.484246,-14.76
2745,2022-12-22,Tennessee,35.517491,-86.580447,8.31
2746,2022-12-22,Pennsylvania,41.203322,-77.194525,-1.92
2747,2022-12-22,Utah,39.32098,-111.093731,-5.66
2748,2022-12-22,Arkansas,35.20105,-91.831833,4.07
2749,2022-12-22,Alabama,32.318231,-86.902298,10.37
2750,2022-12-22,Michigan,44.314844,-85.602364,-5.0
2751,2022-12-22,Montana,46.879682,-110.362566,-30.31
2752,2022-12-22,Nebraska,41.492537,-99.901813,-26.58
2753,2022-12-22,Kentucky,37.839333,-84.270018,5.33
2754,2022-12-22,California,36.778261,-119.417932,6.23
2755,2022-12-22,New Mexico,34.97273,-105.032363,-1.95
2756,2022-12-22,Washington,47.751074,-120.740139,-19.93
2757,2022-12-22,Hawaii,19.898682,-155.665857,16.94
2758,2022-12-22,Ohio,40.417287,-82.907123,2.45
2759,2022-12-22,New Jersey,40.058324,-74.405661,3.3
2760,2022-12-22,Massachusetts,42.407211,-71.382437,0.04
2761,2022-12-22,Maryland,39.045755,-76.641271,2.54
2762,2022-12-22,Arizona,34.048928,-111.093731,2.3
2763,2022-12-22,Idaho,44.068202,-114.742041,-18.27
2764,2022-12-22,South Carolina,33.836081,-81.163725,5.65
2765,2022-12-22,South Dakota,43.969515,-99.901813,-26.86
2766,2022-12-22,Nevada,38.80261,-116.419389,-3.23
2767,2022-12-22,Mississippi,32.354668,-89.398528,9.96
2768,2022-12-22,Louisiana,31.244823,-92.145024,9.95
2769,2022-12-22,Wyoming,43.075968,-107.290284,-31.3
2770,2022-12-23,Minnesota,46.729553,-94.6859,-23.41
2771,2022-12-23,Georgia,32.157435,-82.907123,5.79
2772,2022-12-23,Iowa,41.878003,-93.097702,-24.08
2773,2022-12-23,North Carolina,35.759573,-79.0193,3.22
2774,2022-12-23,North Dakota,47.551493,-101.002012,-23.92
2775,2022-12-23,Tennessee,35.517491,-86.580447,-9.42
2776,2022-12-23,Vermont,44.558803,-72.577841,3.48
2777,2022-12-23,Kentucky,37.839333,-84.270018,-11.36
2778,2022-12-23,Virginia,37.431573,-78.656894,-0.45
2779,2022-12-23,New York,43.299428,-74.217933,1.19
2780,2022-12-23,Ohio,40.417287,-82.907123,-12.4
2781,2022-12-23,Connecticut,41.603221,-73.087749,5.27
2782,2022-12-23,Arkansas,35.20105,-91.831833,-12.42
2783,2022-12-23,Indiana,40.551217,-85.602364,-17.48
2784,2022-12-23,Pennsylvania,41.203322,-77.194525,-1.63
2785,2022-12-23,Rhode Island,41.580095,-71.477429,7.9
2786,2022-12-23,West Virginia,38.597626,-80.454903,-6.78
2787,2022-12-23,South Carolina,33.836081,-81.163725,3.81
2788,2022-12-23,Illinois,40.633125,-89.398528,-21.48
2789,2022-12-23,Maryland,39.045755,-76.641271,3.01
2790,2022-12-23,Texas,31.968599,-99.901813,-10.27
2791,2022-12-23,Michigan,44.314844,-85.602364,-11.43
2792,2022-12-23,California,36.778261,-119.417932,7.41
2793,2022-12-23,Colorado,39.550051,-105.782067,-16.21
2794,2022-12-23,Oklahoma,35.007752,-97.092877,-12.24
2795,2022-12-23,Florida,27.664827,-81.515754,19.66
2796,2022-12-23,Missouri,37.964253,-91.831833,-18.36
2797,2022-12-23,Kansas,39.011902,-98.484246,-14.87
2798,2022-12-23,Washington,47.751074,-120.740139,-17.23
2799,2022-12-23,Wisconsin,43.78444,-88.787868,-22.95
2800,2022-12-23,Alaska,63.588753,-154.493062,-15.7
2801,2022-12-23,Massachusetts,42.407211,-71.382437,8.19
2802,2022-12-23,Nevada,38.80261,-116.419389,-0.99
2803,2022-12-23,Idaho,44.068202,-114.742041,-11.77
2804,2022-12-23,Alabama,32.318231,-86.902298,-1.02
2805,2022-12-23,New Jersey,40.058324,-74.405661,6.85
2806,2022-12-23,Arizona,34.048928,-111.093731,4.91
2807,2022-12-23,Oregon,43.804133,-120.554201,-5.35
2808,2022-12-23,Nebraska,41.492537,-99.901813,-22.4
2809,2022-12-23,Montana,46.879682,-110.362566,-18.85
2810,2022-12-23,Utah,39.32098,-111.093731,-5.83
2811,2022-12-23,Hawaii,19.898682,-155.665857,16.29
2812,2022-12-23,Louisiana,31.244823,-92.145024,-4.55
2813,2022-12-23,South Dakota,43.969515,-99.901813,-24.53
2814,2022-12-23,Mississippi,32.354668,-89.398528,-5.14
2815,2022-12-23,Wyoming,43.075968,-107.290284,-25.33
2816,2022-12-24,Rhode Island,41.580095,-71.477429,-8.55
2817,2022-12-24,North Carolina,35.759573,-79.0193,-7.1
2818,2022-12-24,Michigan,44.314844,-85.602364,-11.5
2819,2022-12-24,New York,43.299428,-74.217933,-15.9
2820,2022-12-24,Minnesota,46.729553,-94.6859,-21.67
2821,2022-12-24,Illinois,40.633125,-89.398528,-15.53
2822,2022-12-24,Georgia,32.157435,-82.907123,-5.71
2823,2022-12-24,Wisconsin,43.78444,-88.787868,-17.42
2824,2022-12-24,Kentucky,37.839333,-84.270018,-13.71
2825,2022-12-24,Virginia,37.431573,-78.656894,-11.26
2826,2022-12-24,Maryland,39.045755,-76.641271,-10.6
2827,2022-12-24,Indiana,40.551217,-85.602364,-16.37
2828,2022-12-24,Ohio,40.417287,-82.907123,-17.93
2829,2022-12-24,Texas,31.968599,-99.901813,-4.93
2830,2022-12-24,Florida,27.664827,-81.515754,5.49
2831,2022-12-24,Pennsylvania,41.203322,-77.194525,-16.55
2832,2022-12-24,Oregon,43.804133,-120.554201,1.22
2833,2022-12-24,Iowa,41.878003,-93.097702,-18.63
2834,2022-12-24,Connecticut,41.603221,-73.087749,-12.5
2835,2022-12-24,Tennessee,35.517491,-86.580447,-10.77
2836,2022-12-24,Washington,47.751074,-120.740139,-10.95
2837,2022-12-24,California,36.778261,-119.417932,7.21
2838,2022-12-24,Alaska,63.588753,-154.493062,-24.74
2839,2022-12-24,Arizona,34.048928,-111.093731,6.1
2840,2022-12-24,Hawaii,19.898682,-155.665857,17.12
2841,2022-12-24,Massachusetts,42.407211,-71.382437,-8.14
2842,2022-12-24,Missouri,37.964253,-91.831833,-11.65
2843,2022-12-24,South Carolina,33.836081,-81.163725,-7.11
2844,2022-12-24,Alabama,32.318231,-86.902298,-6.28
2845,2022-12-24,Vermont,44.558803,-72.577841,-11.92
2846,2022-12-24,Kansas,39.011902,-98.484246,-10.32
2847,2022-12-24,West Virginia,38.597626,-80.454903,-17.07
2848,2022-12-24,Nevada,38.80261,-116.419389,-1.77
2849,2022-12-24,Arkansas,35.20105,-91.831833,-7.51
2850,2022-12-24,North Dakota,47.551493,-101.002012,-24.89
2851,2022-12-24,New Jersey,40.058324,-74.405661,-11.02
2852,2022-12-24,New Hampshire,43.193852,-71.572395,-9.3
2853,2022-12-24,Utah,39.32098,-111.093731,-2.43
2854,2022-12-24,Montana,46.879682,-110.362566,-0.33
2855,2022-12-24,Idaho,44.068202,-114.742041,-5.62
2856,2022-12-24,Colorado,39.550051,-105.782067,-10.06
2857,2022-12-25,Michigan,44.314844,-85.602364,-10.21
2858,2022-12-25,Minnesota,46.729553,-94.6859,-20.73
2859,2022-12-25,Tennessee,35.517491,-86.580447,-6.38
2860,2022-12-25,Virginia,37.431573,-78.656894,-5.46
2861,2022-12-25,Wisconsin,43.78444,-88.787868,-16.95
2862,2022-12-25,Georgia,32.157435,-82.907123,-2.03
2863,2022-12-25,Illinois,40.633125,-89.398528,-13.21
2864,2022-12-25,New York,43.299428,-74.217933,-12.21
2865,2022-12-25,Kentucky,37.839333,-84.270018,-8.67
2866,2022-12-25,Oregon,43.804133,-120.554201,3.64
2867,2022-12-25,Iowa,41.878003,-93.097702,-16.98
2868,2022-12-25,Washington,47.751074,-120.740139,0.32
2869,2022-12-25,California,36.778261,-119.417932,7.4
2870,2022-12-25,Texas,31.968599,-99.901813,-0.97
2871,2022-12-25,Missouri,37.964253,-91.831833,-9.05
2872,2022-12-25,Idaho,44.068202,-114.742041,-1.95
2873,2022-12-25,Massachusetts,42.407211,-71.382437,-7.83
2874,2022-12-25,Pennsylvania,41.203322,-77.194525,-10.6
2875,2022-12-25,North Carolina,35.759573,-79.0193,-2.73
2876,2022-12-25,North Dakota,47.551493,-101.002012,-19.43
2877,2022-12-25,South Carolina,33.836081,-81.163725,-3.03
2878,2022-12-25,South Dakota,43.969515,-99.901813,-15.57
2879,2022-12-25,Arizona,34.048928,-111.093731,6.06
2880,2022-12-25,Maine,45.253783,-69.445469,-11.28
2881,2022-12-25,Florida,27.664827,-81.515754,4.08
2882,2022-12-25,Nevada,38.80261,-116.419389,1.14
2883,2022-12-25,Hawaii,19.898682,-155.665857,17.01
2884,2022-12-25,Indiana,40.551217,-85.602364,-12.65
2885,2022-12-25,Arkansas,35.20105,-91.831833,-4.04
2886,2022-12-25,Connecticut,41.603221,-73.087749,-9.22
2887,2022-12-25,Maryland,39.045755,-76.641271,-7.06
2888,2022-12-25,Louisiana,31.244823,-92.145024,-0.3
2889,2022-12-25,Montana,46.879682,-110.362566,3.45
2890,2022-12-25,Utah,39.32098,-111.093731,-1.13
2891,2022-12-25,Nebraska,41.492537,-99.901813,-7.59
2892,2022-12-25,Ohio,40.417287,-82.907123,-13.5
2893,2022-12-25,Colorado,39.550051,-105.782067,-8.7
2894,2022-12-25,Alabama,32.318231,-86.902298,-2.34
2895,2022-12-26,Kentucky,37.839333,-84.270018,-5.98
2896,2022-12-26,Michigan,44.314844,-85.602364,-9.65
2897,2022-12-26,Georgia,32.157435,-82.907123,-0.09
2898,2022-12-26,Iowa,41.878003,-93.097702,-11.76
2899,2022-12-26,Tennessee,35.517491,-86.580447,-3.7
2900,2022-12-26,Illinois,40.633125,-89.398528,-6.88
2901,2022-12-26,Florida,27.664827,-81.515754,7.02
2902,2022-12-26,Ohio,40.417287,-82.907123,-12.12
2903,2022-12-26,Indiana,40.551217,-85.602364,-7.88
2904,2022-12-26,Pennsylvania,41.203322,-77.194525,-10.05
2905,2022-12-26,Kansas,39.011902,-98.484246,-1.97
2906,2022-12-26,Texas,31.968599,-99.901813,3.91
2907,2022-12-26,Missouri,37.964253,-91.831833,-2.33
2908,2022-12-26,Washington,47.751074,-120.740139,2.27
2909,2022-12-26,New Jersey,40.058324,-74.405661,-5.21
2910,2022-12-26,Idaho,44.068202,-114.742041,-0.94
2911,2022-12-26,Hawaii,19.898682,-155.665857,18.07
2912,2022-12-26,New York,43.299428,-74.217933,-9.68
2913,2022-12-26,California,36.778261,-119.417932,8.76
2914,2022-12-26,Montana,46.879682,-110.362566,2.97
2915,2022-12-26,Minnesota,46.729553,-94.6859,-17.14
2916,2022-12-26,Arizona,34.048928,-111.093731,7.46
2917,2022-12-26,Virginia,37.431573,-78.656894,-3.5
2918,2022-12-26,Connecticut,41.603221,-73.087749,-6.56
2919,2022-12-26,Nevada,38.80261,-116.419389,2.34
2920,2022-12-26,West Virginia,38.597626,-80.454903,-8.16
2921,2022-12-26,North Carolina,35.759573,-79.0193,-1.93
2922,2022-12-26,North Dakota,47.551493,-101.002012,-19.26
2923,2022-12-26,Wisconsin,43.78444,-88.787868,-15.1
2924,2022-12-26,Maryland,39.045755,-76.641271,-3.92
2925,2022-12-26,South Dakota,43.969515,-99.901813,-13.75
2926,2022-12-26,Massachusetts,42.407211,-71.382437,-4.28
2927,2022-12-26,Utah,39.32098,-111.093731,0.25
2928,2022-12-26,Oregon,43.804133,-120.554201,3.9
2929,2022-12-26,Nebraska,41.492537,-99.901813,-7.12
2930,2022-12-26,Wyoming,43.075968,-107.290284,-1.8
2931,2022-12-26,Colorado,39.550051,-105.782067,-6.58
2932,2022-12-26,Alabama,32.318231,-86.902298,0.63
2933,2022-12-26,U.S. Virgin Islands,8.3358,64.8963,27.38
2934,2022-12-26,New Hampshire,43.193852,-71.572395,-5.15
2935,2022-12-27,Georgia,32.157435,-82.907123,2.46
2936,2022-12-27,Ohio,40.417287,-82.907123,-5.99
2937,2022-12-27,Oregon,43.804133,-120.554201,4.36
2938,2022-12-27,Texas,31.968599,-99.901813,4.73
2939,2022-12-27,Kentucky,37.839333,-84.270018,-0.79
2940,2022-12-27,Pennsylvania,41.203322,-77.194525,-6.16
2941,2022-12-27,Wyoming,43.075968,-107.290284,1.62
2942,2022-12-27,Arkansas,35.20105,-91.831833,-1.81
2943,2022-12-27,Iowa,41.878003,-93.097702,-13.83
2944,2022-12-27,Washington,47.751074,-120.740139,2.12
2945,2022-12-27,California,36.778261,-119.417932,11.79
2946,2022-12-27,Alaska,63.588753,-154.493062,-18.52
2947,2022-12-27,Michigan,44.314844,-85.602364,-9.32
2948,2022-12-27,Hawaii,19.898682,-155.665857,16.75
2949,2022-12-27,Massachusetts,42.407211,-71.382437,-2.1
2950,2022-12-27,New York,43.299428,-74.217933,-7.25
2951,2022-12-27,Illinois,40.633125,-89.398528,-9.31
2952,2022-12-27,Tennessee,35.517491,-86.580447,0.61
2953,2022-12-27,Florida,27.664827,-81.515754,10.65
2954,2022-12-27,Montana,46.879682,-110.362566,5.36
2955,2022-12-27,North Carolina,35.759573,-79.0193,1.16
2956,2022-12-27,Nevada,38.80261,-116.419389,2.28
2957,2022-12-27,Indiana,40.551217,-85.602364,-5.78
2958,2022-12-27,Wisconsin,43.78444,-88.787868,-14.28
2959,2022-12-27,Louisiana,31.244823,-92.145024,4.13
2960,2022-12-27,Minnesota,46.729553,-94.6859,-11.84
2961,2022-12-27,New Jersey,40.058324,-74.405661,-2.03
2962,2022-12-27,Missouri,37.964253,-91.831833,-5.7
2963,2022-12-27,Virginia,37.431573,-78.656894,-0.01
2964,2022-12-27,Idaho,44.068202,-114.742041,-0.14
2965,2022-12-27,Utah,39.32098,-111.093731,1.2
2966,2022-12-27,Colorado,39.550051,-105.782067,-3.99
2967,2022-12-27,Nebraska,41.492537,-99.901813,1.3
2968,2022-12-28,Michigan,44.314844,-85.602364,-2.37
2969,2022-12-28,Minnesota,46.729553,-94.6859,-3.6
2970,2022-12-28,Kentucky,37.839333,-84.270018,1.68
2971,2022-12-28,Colorado,39.550051,-105.782067,-5.02
2972,2022-12-28,Arkansas,35.20105,-91.831833,3.35
2973,2022-12-28,Tennessee,35.517491,-86.580447,3.34
2974,2022-12-28,Washington,47.751074,-120.740139,2.68
2975,2022-12-28,Oregon,43.804133,-120.554201,-0.45
2976,2022-12-28,Alaska,63.588753,-154.493062,-15.65
2977,2022-12-28,Georgia,32.157435,-82.907123,4.83
2978,2022-12-28,New York,43.299428,-74.217933,-5.31
2979,2022-12-28,North Carolina,35.759573,-79.0193,2.15
2980,2022-12-28,Florida,27.664827,-81.515754,13.53
2981,2022-12-28,Utah,39.32098,-111.093731,-2.34
2982,2022-12-28,Ohio,40.417287,-82.907123,-1.47
2983,2022-12-28,Illinois,40.633125,-89.398528,0.15
2984,2022-12-28,Texas,31.968599,-99.901813,12.05
2985,2022-12-28,Arizona,34.048928,-111.093731,5.85
2986,2022-12-28,California,36.778261,-119.417932,9.96
2987,2022-12-28,Indiana,40.551217,-85.602364,0.18
2988,2022-12-28,Pennsylvania,41.203322,-77.194525,0.11
2989,2022-12-28,Montana,46.879682,-110.362566,0.43
2990,2022-12-28,Wyoming,43.075968,-107.290284,-0.0
2991,2022-12-28,Virginia,37.431573,-78.656894,1.33
2992,2022-12-29,Connecticut,41.603221,-73.087749,2.25
2993,2022-12-29,Minnesota,46.729553,-94.6859,-2.82
2994,2022-12-29,Colorado,39.550051,-105.782067,-12.83
2995,2022-12-29,Illinois,40.633125,-89.398528,9.7
2996,2022-12-29,Texas,31.968599,-99.901813,12.24
2997,2022-12-29,Oregon,43.804133,-120.554201,-1.67
2998,2022-12-29,California,36.778261,-119.417932,9.44
2999,2022-12-29,Nevada,38.80261,-116.419389,-6.62
3000,2022-12-29,Michigan,44.314844,-85.602364,4.54
3001,2022-12-29,New York,43.299428,-74.217933,-0.76
3002,2022-12-29,Kentucky,37.839333,-84.270018,8.24
3003,2022-12-29,Tennessee,35.517491,-86.580447,9.13
3004,2022-12-29,Pennsylvania,41.203322,-77.194525,1.57
3005,2022-12-29,South Dakota,43.969515,-99.901813,-0.7
3006,2022-12-29,Arizona,34.048928,-111.093731,3.98
3007,2022-12-29,Louisiana,31.244823,-92.145024,18.64
3008,2022-12-29,Massachusetts,42.407211,-71.382437,3.09
3009,2022-12-29,Georgia,32.157435,-82.907123,8.54
3010,2022-12-29,Washington,47.751074,-120.740139,0.5
3011,2022-12-29,Florida,27.664827,-81.515754,17.6
3012,2022-12-30,Georgia,32.157435,-82.907123,14.63
3013,2022-12-30,Louisiana,31.244823,-92.145024,18.32
3014,2022-12-30,Texas,31.968599,-99.901813,9.57
3015,2022-12-30,Iowa,41.878003,-93.097702,-0.49
3016,2022-12-30,Florida,27.664827,-81.515754,19.62
3017,2022-12-30,North Carolina,35.759573,-79.0193,8.64
3018,2022-12-30,California,36.778261,-119.417932,10.47
3019,2022-12-30,Alaska,63.588753,-154.493062,-15.4
3020,2022-12-30,Oregon,43.804133,-120.554201,1.14
3021,2022-12-30,Nevada,38.80261,-116.419389,-2.43
3022,2022-12-30,U.S. Virgin Islands,8.3358,64.8963,27.12
3023,2022-12-30,Colorado,39.550051,-105.782067,-15.07
3024,2022-12-30,South Dakota,43.969515,-99.901813,-6.93
3025,2022-12-30,North Dakota,47.551493,-101.002012,-12.47
3026,2022-12-30,Illinois,40.633125,-89.398528,6.52
3027,2022-12-30,Arizona,34.048928,-111.093731,5.05
3028,2022-12-30,Indiana,40.551217,-85.602364,11.28
3029,2022-12-30,Wisconsin,43.78444,-88.787868,3.57
3030,2022-12-30,Tennessee,35.517491,-86.580447,13.28
3031,2022-12-30,Arkansas,35.20105,-91.831833,14.79
3032,2022-12-30,Pennsylvania,41.203322,-77.194525,5.61
3033,2022-12-30,Mississippi,32.354668,-89.398528,15.0
3034,2022-12-30,New Mexico,34.97273,-105.032363,3.9
3035,2022-12-30,Massachusetts,42.407211,-71.382437,6.6
3036,2022-12-30,Minnesota,46.729553,-94.6859,-9.48
3037,2022-12-30,Virginia,37.431573,-78.656894,8.63
3038,2022-12-30,Nebraska,41.492537,-99.901813,-0.55
3039,2022-12-30,Idaho,44.068202,-114.742041,-7.85
3040,2022-12-30,Washington,47.751074,-120.740139,-0.14
3041,2022-12-30,Utah,39.32098,-111.093731,-6.78
3042,2022-12-30,Michigan,44.314844,-85.602364,6.22
3043,2022-12-30,New York,43.299428,-74.217933,4.68
3044,2022-12-30,Ohio,40.417287,-82.907123,10.55
3045,2022-12-30,Montana,46.879682,-110.362566,-4.71
3046,2022-12-30,Oklahoma,35.007752,-97.092877,8.65
3047,2022-12-30,Alabama,32.318231,-86.902298,14.85
3048,2022-12-31,New York,43.299428,-74.217933,3.0
3049,2022-12-31,Missouri,37.964253,-91.831833,4.49
3050,2022-12-31,Georgia,32.157435,-82.907123,17.43
3051,2022-12-31,Tennessee,35.517491,-86.580447,13.97
3052,2022-12-31,North Carolina,35.759573,-79.0193,13.08
3053,2022-12-31,South Dakota,43.969515,-99.901813,-4.32
3054,2022-12-31,Arizona,34.048928,-111.093731,5.78
3055,2022-12-31,Texas,31.968599,-99.901813,10.16
3056,2022-12-31,Nevada,38.80261,-116.419389,1.15
3057,2022-12-31,California,36.778261,-119.417932,13.97
3058,2022-12-31,Washington,47.751074,-120.740139,1.44
3059,2022-12-31,Virginia,37.431573,-78.656894,11.61
3060,2022-12-31,Oregon,43.804133,-120.554201,-1.24
3061,2022-12-31,New Jersey,40.058324,-74.405661,11.05
3062,2022-12-31,Montana,46.879682,-110.362566,-2.45
3063,2022-12-31,Massachusetts,42.407211,-71.382437,9.44
3064,2022-12-31,Minnesota,46.729553,-94.6859,-8.04
3065,2022-12-31,Utah,39.32098,-111.093731,-1.7
3066,2022-12-31,Wisconsin,43.78444,-88.787868,-3.54
3067,2022-12-31,Florida,27.664827,-81.515754,22.23
3068,2022-12-31,Pennsylvania,41.203322,-77.194525,4.57
3069,2022-12-31,Colorado,39.550051,-105.782067,-8.3
3070,2022-12-31,Ohio,40.417287,-82.907123,9.83
3071,2022-12-31,Louisiana,31.244823,-92.145024,15.92
3072,2022-12-31,Illinois,40.633125,-89.398528,-0.75
3073,2022-12-31,Puerto Rico,18.220833,-66.590149,21.71
3074,2022-12-31,Kentucky,37.839333,-84.270018,12.22
3075,2022-12-31,Idaho,44.068202,-114.742041,-5.29
3076,2022-12-31,Michigan,44.314844,-85.602364,-0.53
3077,2022-12-31,Wyoming,43.075968,-107.290284,-2.78
3078,2022-12-31,Maryland,39.045755,-76.641271,10.6
3079,2023-08-01,North Carolina,35.759573,-79.0193,25.84
3080,2023-08-01,Florida,27.664827,-81.515754,26.66
3081,2023-08-01,Puerto Rico,18.220833,-66.590149,25.11
3082,2023-08-01,Washington,47.751074,-120.740139,19.1
3083,2023-08-01,Nevada,38.80261,-116.419389,22.78
3084,2023-08-01,Texas,31.968599,-99.901813,33.92
3085,2023-08-01,Michigan,44.314844,-85.602364,19.85
3086,2023-08-01,Utah,39.32098,-111.093731,16.07
3087,2023-08-01,Indiana,40.551217,-85.602364,21.13
3088,2023-08-01,Colorado,39.550051,-105.782067,10.25
3089,2023-08-01,Arizona,34.048928,-111.093731,24.04
3090,2023-08-01,Alaska,63.588753,-154.493062,16.47
3091,2023-08-01,California,36.778261,-119.417932,31.29
3092,2023-08-01,Wisconsin,43.78444,-88.787868,21.33
3093,2023-08-01,Montana,46.879682,-110.362566,22.97
3094,2023-08-01,Illinois,40.633125,-89.398528,23.68
3095,2023-08-01,Minnesota,46.729553,-94.6859,21.94
3096,2023-08-02,Minnesota,46.729553,-94.6859,23.87
3097,2023-08-02,Florida,27.664827,-81.515754,27.71
