FL_DATE,state,latitude,longitude,temperature
2023-10-13,Idaho,44.068202,-114.742041,-0.35
2023-10-13,Kentucky,37.839333,-84.270018,18.79
2023-10-13,Arizona,34.048928,-111.093731,12.92
2023-10-13,New Jersey,40.058324,-74.405661,13.63
2023-10-13,North Dakota,47.551493,-101.002012,7.67
2023-10-13,Tennessee,35.517491,-86.580447,19.0
2023-10-14,Texas,31.968599,-99.901813,17.4
2023-10-14,Nevada,38.80261,-116.419389,9.09
2023-10-14,Puerto Rico,18.220833,-66.590149,25.3
2023-10-14,Massachusetts,42.407211,-71.382437,11.42
2023-10-14,Pennsylvania,41.203322,-77.194525,9.02
2023-10-14,Arizona,34.048928,-111.093731,15.81
2023-10-14,Louisiana,31.244823,-92.145024,21.9
2023-10-14,Tennessee,35.517491,-86.580447,18.76
2023-10-14,Oregon,43.804133,-120.554201,10.12
2023-10-14,Nebraska,41.492537,-99.901813,6.33
2023-10-15,Texas,31.968599,-99.901813,15.01
2023-10-15,Colorado,39.550051,-105.782067,-3.46
2023-10-15,Oklahoma,35.007752,-97.092877,12.72
2023-10-15,Nevada,38.80261,-116.419389,12.46
2023-10-15,Illinois,40.633125,-89.398528,9.49
2023-10-16,Florida,27.664827,-81.515754,19.35
2023-10-16,Louisiana,31.244823,-92.145024,15.93
2023-10-16,Georgia,32.157435,-82.907123,14.7
2023-10-16,Oregon,43.804133,-120.554201,13.23
2023-10-16,Arkansas,35.20105,-91.831833,12.94
2023-10-17,Texas,31.968599,-99.901813,15.82
2023-10-17,Pennsylvania,41.203322,-77.194525,11.22
2023-10-17,Massachusetts,42.407211,-71.382437,10.68
2023-10-17,Oregon,43.804133,-120.554201,9.76
2023-10-17,Tennessee,35.517491,-86.580447,11.86
2023-10-17,Hawaii,19.898682,-155.665857,19.76
2023-10-17,Idaho,44.068202,-114.742041,6.31
2023-10-18,New York,43.299428,-74.217933,8.13
2023-10-18,North Carolina,35.759573,-79.0193,14.66
2023-10-18,Pennsylvania,41.203322,-77.194525,11.6
2023-10-18,Hawaii,19.898682,-155.665857,18.45
2023-10-18,Nevada,38.80261,-116.419389,15.39
2023-10-18,Minnesota,46.729553,-94.6859,10.47
2023-10-18,Utah,39.32098,-111.093731,9.9
2023-10-18,Oklahoma,35.007752,-97.092877,17.55
2023-10-19,Pennsylvania,41.203322,-77.194525,10.21
2023-10-19,New Jersey,40.058324,-74.405661,12.68
2023-10-19,Massachusetts,42.407211,-71.382437,12.6
2023-10-19,Minnesota,46.729553,-94.6859,10.32
2023-10-19,Hawaii,19.898682,-155.665857,18.2
2023-10-19,Idaho,44.068202,-114.742041,8.48
2023-10-19,Indiana,40.551217,-85.602364,12.85
2023-10-19,Illinois,40.633125,-89.398528,13.73
2023-10-20,Minnesota,46.729553,-94.6859,10.62
2023-10-20,Illinois,40.633125,-89.398528,12.0
2023-10-20,Missouri,37.964253,-91.831833,14.77
2023-10-20,New Hampshire,43.193852,-71.572395,11.93
2023-10-20,West Virginia,38.597626,-80.454903,11.83
2023-10-20,Maryland,39.045755,-76.641271,15.62
2023-10-21,Puerto Rico,18.220833,-66.590149,23.98
2023-10-21,Oregon,43.804133,-120.554201,15.02
2023-10-21,North Carolina,35.759573,-79.0193,14.96
2023-10-21,Utah,39.32098,-111.093731,11.44
2023-10-21,Arizona,34.048928,-111.093731,19.68
2023-10-22,Pennsylvania,41.203322,-77.194525,10.04
2023-10-22,Washington,47.751074,-120.740139,13.59
2023-10-22,Oregon,43.804133,-120.554201,11.94
2023-10-22,Colorado,39.550051,-105.782067,3.38
2023-10-22,New Mexico,34.97273,-105.032363,21.9
2023-10-22,Arizona,34.048928,-111.093731,18.06
2023-10-23,Georgia,32.157435,-82.907123,16.68
2023-10-23,Wisconsin,43.78444,-88.787868,8.2
2023-10-23,New York,43.299428,-74.217933,6.05
2023-10-23,Idaho,44.068202,-114.742041,3.32
2023-10-23,Virginia,37.431573,-78.656894,10.71
2023-10-24,Kentucky,37.839333,-84.270018,15.49
2023-10-24,North Carolina,35.759573,-79.0193,12.95
2023-10-24,Colorado,39.550051,-105.782067,1.88
2023-10-24,Utah,39.32098,-111.093731,5.88
2023-10-24,Florida,27.664827,-81.515754,23.58
2023-10-24,Georgia,32.157435,-82.907123,16.48
2023-10-24,Indiana,40.551217,-85.602364,16.15
2023-10-24,Tennessee,35.517491,-86.580447,18.08
2023-10-24,Kansas,39.011902,-98.484246,22.52
2023-10-24,Nebraska,41.492537,-99.901813,12.41
2023-10-24,Michigan,44.314844,-85.602364,12.91
2023-10-25,North Carolina,35.759573,-79.0193,15.57
2023-10-25,Massachusetts,42.407211,-71.382437,14.05
2023-10-25,Maine,45.253783,-69.445469,10.95
2023-10-25,New York,43.299428,-74.217933,12.42
2023-10-25,Maryland,39.045755,-76.641271,13.84
2023-10-25,Pennsylvania,41.203322,-77.194525,12.24
2023-10-25,Nebraska,41.492537,-99.901813,10.22
2023-10-25,Indiana,40.551217,-85.602364,18.65
2023-10-25,Wisconsin,43.78444,-88.787868,18.06
2023-10-25,South Dakota,43.969515,-99.901813,8.32
2023-10-26,Arizona,34.048928,-111.093731,11.41
2023-10-26,Virginia,37.431573,-78.656894,16.82
2023-10-26,Idaho,44.068202,-114.742041,-5.58
2023-10-26,Tennessee,35.517491,-86.580447,20.14
2023-10-26,Georgia,32.157435,-82.907123,20.45
2023-10-26,New York,43.299428,-74.217933,14.84
2023-10-26,Oregon,43.804133,-120.554201,0.28
2023-10-26,Pennsylvania,41.203322,-77.194525,14.99
2023-10-26,Indiana,40.551217,-85.602364,18.92
2023-10-26,Maryland,39.045755,-76.641271,16.96
2023-10-26,Ohio,40.417287,-82.907123,16.97
2023-10-28,Kentucky,37.839333,-84.270018,19.06
2023-10-28,North Carolina,35.759573,-79.0193,20.44
2023-10-28,Oklahoma,35.007752,-97.092877,11.29
2023-10-28,Massachusetts,42.407211,-71.382437,19.79
2023-10-28,Louisiana,31.244823,-92.145024,26.1
2023-10-28,Pennsylvania,41.203322,-77.194525,19.88
2023-10-28,Hawaii,19.898682,-155.665857,18.84
2023-10-28,Indiana,40.551217,-85.602364,13.39
2023-10-28,South Carolina,33.836081,-81.163725,20.26
2023-10-28,Montana,46.879682,-110.362566,-14.57
2023-10-28,Iowa,41.878003,-93.097702,1.18
2023-10-28,New Jersey,40.058324,-74.405661,20.6
2023-10-28,Alaska,63.588753,-154.493062,-1.19
2023-10-29,New Jersey,40.058324,-74.405661,16.1
2023-10-29,Nebraska,41.492537,-99.901813,-3.35
2023-10-29,Oregon,43.804133,-120.554201,-0.74
2023-10-29,Wyoming,43.075968,-107.290284,-7.96
2023-10-30,Massachusetts,42.407211,-71.382437,9.29
2023-10-30,Texas,31.968599,-99.901813,3.4
2023-10-30,Ohio,40.417287,-82.907123,8.44
2023-10-30,Montana,46.879682,-110.362566,-3.92
2023-10-31,California,36.778261,-119.417932,13.62
2023-10-31,Puerto Rico,18.220833,-66.590149,24.2
2023-10-31,Ohio,40.417287,-82.907123,3.21
2023-10-31,Indiana,40.551217,-85.602364,0.12
2023-10-31,New Jersey,40.058324,-74.405661,9.86
2023-10-31,Kentucky,37.839333,-84.270018,5.94
2022-10-01,Washington,47.751074,-120.740139,16.31
2022-10-01,Georgia,32.157435,-82.907123,21.11
2022-10-01,Tennessee,35.517491,-86.580447,16.04
2022-10-01,Massachusetts,42.407211,-71.382437,11.06
